,,precision at 0.01,recall at 0.01,f1 at 0.01,precision at 0.05,recall at 0.05,f1 at 0.05,precision at 0.1,recall at 0.1,f1 at 0.1,precision at 0.2,recall at 0.2,f1 at 0.2,precision at 0.5,recall at 0.5,f1 at 0.5,auc
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 5, 5)",0.33532279374914575,0.9911123081066523,0.5011063829787235,0.5568913696865607,0.9606113654726636,0.7050480591040498,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757005362806135
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 50, 10)",0.33529987927382066,0.9911123081066523,0.5010807958742534,0.5568261650144407,0.9606113654726636,0.7049957997726936,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757190953484139
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 50, 2)",0.335292241811307,0.9911123081066523,0.5010722674200906,0.5567871360549528,0.9605440344734716,0.7049463853337946,0.6612397949496868,0.9379881497441422,0.7756681514476615,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.57571586605921
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('entropy', 50, 5)",0.33536099150206183,0.9911123081066523,0.501149033960337,0.5569827821809238,0.9605440344734716,0.7051031755838378,0.6614281644668123,0.9379881497441422,0.7757977390432701,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756584267129332
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 1, 10)",0.33529987927382066,0.9911123081066523,0.5010807958742534,0.5568261650144407,0.9606113654726636,0.7049957997726936,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757190953484139
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 1, 2)",0.3353151552427162,0.9911123081066523,0.5010978536535549,0.5568696330991413,0.9606113654726636,0.7050306384661,0.6612397949496868,0.9379881497441422,0.7756681514476615,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757066701961863
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 1, 5)",0.33532279374914575,0.9911123081066523,0.5011063829787235,0.5568913696865607,0.9606113654726636,0.7050480591040498,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756984659580979
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 10, 10)",0.33536099150206183,0.9911123081066523,0.501149033960337,0.5569827821809238,0.9605440344734716,0.7051031755838378,0.6614281644668123,0.9379881497441422,0.7757977390432701,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756563563904176
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 10, 2)",0.33536099150206183,0.9911123081066523,0.501149033960337,0.5569827821809238,0.9605440344734716,0.7051031755838378,0.6614281644668123,0.9379881497441422,0.7757977390432701,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756584267129332
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 10, 5)",0.33529987927382066,0.9911123081066523,0.5010807958742534,0.5568088677256937,0.9605440344734716,0.7049638030291798,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757076619096863
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 100, 10)",0.33536099150206183,0.9911123081066523,0.501149033960337,0.5570000780822988,0.9606113654726636,0.7051351752088173,0.6614281644668123,0.9379881497441422,0.7757977390432701,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756677930197991
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 100, 2)",0.33535335125529686,0.9911123081066523,0.5011405031831955,0.5569610369329273,0.9605440344734716,0.7050857510008403,0.6613967620946684,0.9379881497441422,0.7757761381038564,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756645625440272
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 100, 5)",0.3353380718060871,0.9911123081066523,0.5011234425001702,0.5569348479525316,0.9606113654726636,0.7050829029627617,0.6614281644668123,0.9379881497441422,0.7757977390432701,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756904971510555
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 20, 10)",0.3353304326035948,0.9911123081066523,0.5011149125942569,0.5569131079709579,0.9606113654726636,0.7050654806029157,0.6613967620946684,0.9379881497441422,0.7757761381038564,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756966313030069
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 20, 2)",0.335292241811307,0.9911123081066523,0.5010722674200906,0.5568044335167622,0.9606113654726636,0.7049783817171091,0.6612397949496868,0.9379881497441422,0.7756681514476615,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.575725228380463
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 20, 5)",0.335292241811307,0.9911123081066523,0.5010722674200906,0.5568044335167622,0.9606113654726636,0.7049783817171091,0.6612397949496868,0.9379881497441422,0.7756681514476615,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757272987029787
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 5, 10)",0.3353380718060871,0.9911123081066523,0.5011234425001702,0.5569175515302935,0.9605440344734716,0.7050509044183059,0.6614281644668123,0.9379881497441422,0.7757977390432701,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.57567698941372
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 5, 2)",0.33529987927382066,0.9911123081066523,0.5010807958742534,0.5568261650144407,0.9606113654726636,0.7049957997726936,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757190953484139
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 5, 5)",0.3353304326035948,0.9911123081066523,0.5011149125942569,0.5568958113752586,0.9605440344734716,0.7050334824186414,0.6613967620946684,0.9379881497441422,0.7757761381038564,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756851946835786
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 50, 10)",0.33532279374914575,0.9911123081066523,0.5011063829787235,0.5568913696865607,0.9606113654726636,0.7050480591040498,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5757005362806135
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 50, 2)",0.3353151552427162,0.9911123081066523,0.5010978536535549,0.5568523361567587,0.9605440344734716,0.7049986410021991,0.6612397949496868,0.9379881497441422,0.7756681514476615,0.770813206796613,0.9132776730406679,0.8360195999876728,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756952383376068
DT,"['criterion', 'max_depth', 'min_samples_split'] = ('gini', 50, 5)",0.33532279374914575,0.9911123081066523,0.5011063829787235,0.5568913696865607,0.9606113654726636,0.7050480591040498,0.6612711824179998,0.9379881497441422,0.7756897463737855,0.7707694056142743,0.9132776730406679,0.8359938366718028,0.9518273687409772,0.8434554268785349,0.8943704708528184,0.5756984659580979
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.1, 5)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.1, 50)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.5, 5)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 0.5, 50)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 1.0, 5)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.001, 1.0, 50)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.1, 5)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.1, 50)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.5, 5)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 0.5, 50)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 1.0, 5)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.1, 1.0, 50)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.1, 5)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.1, 50)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.5, 5)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 0.5, 50)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 1.0, 5)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (10, 0.5, 1.0, 50)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.1, 5)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.1, 50)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.5, 5)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 0.5, 50)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 1.0, 5)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.001, 1.0, 50)",0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.2525506733777717,1.0,0.4032582134129786,0.0,0.0,0.0,0.12627533668888585
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.1, 5)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.1, 50)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.5, 5)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 0.5, 50)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 1.0, 5)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.1, 1.0, 50)",0.25896921601116246,0.9997306760032318,0.41137600953080194,0.39075449359595305,0.9777807702666308,0.5583666564134112,0.6553952084512357,0.9356988957716132,0.7708564455291769,0.7769315100109631,0.9066119041206572,0.8367771804990212,0.9482575757575757,0.8427821168866146,0.8924140881220589,0.6453079787787277
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.1, 5)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.1, 50)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.5, 5)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 0.5, 50)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 1.0, 5)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
GB,"['n_estimators', 'learning_rate', 'subsample', 'max_depth'] = (100, 0.5, 1.0, 50)",0.7444559472565793,0.9199434419606787,0.8229483511519349,0.8095845481049563,0.8974548882305413,0.8512581428024013,0.8256054064201239,0.8883652033396175,0.8558362793111276,0.8590506412799154,0.874899003501212,0.8669023950897325,0.8966022465638736,0.865270670616752,0.8806578721946206,0.13564696567010173
LR,"['penalty', 'C'] = ('l1', 0.001)",0.3387999629903775,0.9861971451656343,0.5043385441773982,0.4283246463142219,0.9682870993805548,0.5939248766184153,0.5295142835492915,0.9410180447077835,0.6776899578140911,0.6496100895349957,0.908631834096418,0.7575927693257732,0.9157163742690059,0.8434554268785349,0.8781017804570307,0.5282765512449877
LR,"['penalty', 'C'] = ('l1', 0.1)",0.3387999629903775,0.9861971451656343,0.5043385441773982,0.4283246463142219,0.9682870993805548,0.5939248766184153,0.5295142835492915,0.9410180447077835,0.6776899578140911,0.6496100895349957,0.908631834096418,0.7575927693257732,0.9157163742690059,0.8434554268785349,0.8781017804570307,0.5282765512449877
LR,"['penalty', 'C'] = ('l1', 1)",0.3387999629903775,0.9861971451656343,0.5043385441773982,0.4283246463142219,0.9682870993805548,0.5939248766184153,0.5295142835492915,0.9410180447077835,0.6776899578140911,0.6496100895349957,0.908631834096418,0.7575927693257732,0.9157163742690059,0.8434554268785349,0.8781017804570307,0.5282765512449877
